SUBSTÂNCIA,EAN 3,APRESENTAÇÃO,CLASSE TERAPÊUTICA,DESTINAÇÃO COMERCIAL 
PEMETREXEDE,    -     ,25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE,    -     ,25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 20 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,100 MG PO LIOF SOL INJ CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,500 MG PO LIOF SOL INJ CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,100 MG PO LIOF SOL INJ CT 1 FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,500 MG PO LIOF SOL INJ CT 1 FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,100 MG PO LIOF INJ IV CT 01 FA VD TRANS X 15 ML ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,500 MG PO LIOF INJ IV CT 01 FA VD TRANS X 30 ML ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,100 MG PO LIOF INJ IV CT 1 FA VD INC X 15 ML ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,500 MG PO LIOF INJ IV CT 1 FA VD INC X 30 ML ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,100 MG PO LIOF SOL INJ IV CT FA VD TRANS X 10 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,500 MG PO LIOF SOL INJ IV CT FA VD TRANS X 50 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,100 MG PO LIOF SOL INJ IV CT FA VD TRANS X 10 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,500 MG PO LIOF SOL INJ IV CT FA VD TRANS X 50 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO,    -     ,500 MG PO LIOF SOL INFUS IV CT  FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,500 MG PO LIOF CT FA VD TRANS X 50 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,100 MG PO LIOF CT FA VD TRANS X 10 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,100 MG PO LIOF SOL INJ IV CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,100 MG PO LIOF SOL INJ IV CX 5 FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,100 MG PO LIOF SOL INJ IV CX 10 FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,500 MG PO LIOF SOL INJ IV CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,500 MG PO LIOF SOL INJ IV CX 5 FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,500 MG PO LIOF SOL INJ IV CX 10 FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,100 MG PO LIOF SOL INJ IV CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,100 MG PO LIOF SOL INJ IV CX 5 FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,100 MG PO LIOF SOL INJ IV CX 10 FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,500 MG PO LIOF SOL INJ IV CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,500 MG PO LIOF SOL INJ IV CX 5 FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,500 MG PO LIOF SOL INJ IV CX 10 FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,100 MG PO LIOF INJ CT FA VD INC X 10 ML ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,100 MG PO LIOF SOL INJ IV CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,    -     ,500 MG PO LIOF SOL INJ IV CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEPTAIDRATADO,    -     ,100 MG PO LIOF SOL INJ CT FA VD TRANS X 13 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEPTAIDRATADO,    -     ,500 MG PO LIOF SOL INJ CT FA VD TRANS X 50 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEPTAIDRATADO,    -     ,500 MG PO LIOF SOL INJ CT FA VD TRANS X 50 ML ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMETREXEDE DISSÓDICO HEPTAIDRATADO,    -     ,100 MG PO LIOF SOL INJ CT FA VD TRANS X 10 ML ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,
PEMIGATINIBE,    -     ,"4,5 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 14",L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,
PEMIGATINIBE,    -     ,9 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 14,L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,
PEMIGATINIBE,    -     ,"13,5 MG COM CT BL AL PLAS PVC/PCTFE TRANS X 14",L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,
PENCICLOVIR,    -     ,10 MG/G CREM CT BG AL X 5 G,D6D1 - ANTIVIRAIS TÓPICOS,
PENICILAMINA,    -     ,250 MG CAP DURA CT FR PLAS OPC X 100,M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS,
PENICILINA G BENZATINA,    -     ,600.000 UI PO SUS INJ CX 50 FA (EMB HOSP),J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS,
PENICILINA G BENZATINA,    -     ,1.200.000 UI PO SUS INJ CX 50 FA (EMB HOSP),J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS,
PENICILINA G BENZATINA,    -     ,1.200.000 UI PO SUS INJ CT FA + DIL X 4 ML,J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS,
PENTOXIFILINA,    -     ,400 MG COM REV LIB PROL CT BL AL PLAS TRANS X 20  ,"C4A1 - VASOTERAPÊUTICOS CEREBRAIS E PERIFÉRICOS, EXCLUINDO ANTOAGONISTAS DE CÁLCIO COM AÇÃO CEREBRAL",
PENTOXIFILINA,    -     ,400 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30,"C4A1 - VASOTERAPÊUTICOS CEREBRAIS E PERIFÉRICOS, EXCLUINDO ANTOAGONISTAS DE CÁLCIO COM AÇÃO CEREBRAL",
PENTOXIFILINA,    -     ,400 MG COM REV LIB PROL CT BL AL PLAS TRANS X 500,"C4A1 - VASOTERAPÊUTICOS CEREBRAIS E PERIFÉRICOS, EXCLUINDO ANTOAGONISTAS DE CÁLCIO COM AÇÃO CEREBRAL",
PENTOXIFILINA,    -     ,400 MG COM REV LIB PROL CT BL AL PLAS TRANS X 90 (EMB FRAC),"C4A1 - VASOTERAPÊUTICOS CEREBRAIS E PERIFÉRICOS, EXCLUINDO ANTOAGONISTAS DE CÁLCIO COM AÇÃO CEREBRAL",
PENTOXIFILINA,    -     ,400 MG COM REV LIB PROL CT BL AL PLAS TRANS X 60 (EMB FRAC),"C4A1 - VASOTERAPÊUTICOS CEREBRAIS E PERIFÉRICOS, EXCLUINDO ANTOAGONISTAS DE CÁLCIO COM AÇÃO CEREBRAL",
PERAMPANEL,    -     ,8 MG COM REV CT BL AL PLAS TRANS X 28 ,N3A - ANTIEPILÉPTICOS,
PERAMPANEL,    -     ,6 MG COM REV CT BL AL PLAS TRANS X 28 ,N3A - ANTIEPILÉPTICOS,
PERAMPANEL,    -     ,4 MG COM REV CT BL AL PLAS TRANS X 28 ,N3A - ANTIEPILÉPTICOS,
PERAMPANEL,    -     ,2 MG COM REV CT BL AL PLAS TRANS X 28 ,N3A - ANTIEPILÉPTICOS,
PERICIAZINA,    -     ,10 MG COM REV CT BL AL PLAS TRANS X 20,N5A9 - ANTIPSICÓTICOS CONVENCIONAIS,
PERICIAZINA,    -     ,10 MG/ML SOL OR PED CT FR VD CGT X 20 ML,N5A9 - ANTIPSICÓTICOS CONVENCIONAIS,
PERICIAZINA,    -     ,40 MG/ML SOL OR CT FR VD CGT X 20 ML,N5A9 - ANTIPSICÓTICOS CONVENCIONAIS,
PERINDOPRIL,    -     ,4 MG COM CT BL AL PLAS TRANS X 30 + SACHÊ C/ DESSECANTE,C9A - INIBIDORES DA ECA PUROS,
PERINDOPRIL,    -     ,8 MG COM CX C/ BL AL PLAS TRANS X 30 + SACHÊ C/ DESSECANTE,C9A - INIBIDORES DA ECA PUROS,
PERINDOPRIL,    -     ,5 MG COM REV CT TB PLAS X 15,C9A - INIBIDORES DA ECA PUROS,
PERINDOPRIL,    -     ,5 MG COM REV CT TB PLAS X 30,C9A - INIBIDORES DA ECA PUROS,
PERINDOPRIL,    -     ,5 MG COM REV CT TB PLAS X 60,C9A - INIBIDORES DA ECA PUROS,
PERINDOPRIL,    -     ,10 MG COM REV CT TB PLAS X 15,C9A - INIBIDORES DA ECA PUROS,
PERINDOPRIL,    -     ,10 MG COM REV CT TB PLAS X 30,C9A - INIBIDORES DA ECA PUROS,
PERINDOPRIL,    -     ,10 MG COM REV CT TB PLAS X 60,C9A - INIBIDORES DA ECA PUROS,
PERINDOPRIL;INDAPAMIDA,    -     ,"4,0 MG + 1,25 MG COM CT BL AL PLAS INC X 30",C9B1 - INIBIDORES DA ECA ASSOCIADOS A ANTI-HIPERTERSIVOS (C2) E/OU DIURÉTICOS (C3),
PERMETRINA,    -     ,10 MG/ML LOC CT FR PLAS OPC X 60 ML,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,50 MG/ML LOC CT FR PLAS OPC X 60 ML,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,"0,01 G/ML LOC CT FR PLAS OPC X 60 ML",P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,"0,01 G/ML LOC CT FR PLAS OPC X 60 ML",P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,50 MG/ML LOC CX FR PLAS OPC X 60 ML ,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,10 MG/G LOC CT FR PLAS PEAD OPC X 60 ML ,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,10 MG/G LOC CX 50 FR PLAS PEAD OPC X 60 ML ,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,10 MG/ML LOC CT FR PLAS OPC X 60 ML ,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,50 MG/ML LOC CT FR PLAS OPC X 60 ML,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,10 MG/ML LOC CX 50 FR PLAS OPC X 60 ML ,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,50 MG/ML LOC CX 50 FR PLAS OPC X 60 ML,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,10 MG/ML LOC CT FR PLAS OPC X 60ML ,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,10 MG/ML LOC CT FR PLAS OPC X 60 ML,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,10 MG/ML LOC CX S/COLM 50 FR PLAS OPC X 60 ML,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,50 MG/ML LOC CREM CT FR PLAS OPC 60 ML ,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,50 MG/ML LOC CREM CX 50 FR PLAS OPC 60 ML,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,10 MG/ML LOC CT FR PLAS OPC X 60 ML ,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PERMETRINA,    -     ,50 MG/ML LOC CT FR PLAS OPC X 60 ML,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,
PEROXIDO DE BENZOILA;ADAPALENO,    -     ,(1 + 25) MG/G GEL DERM CT BG AL X 30 G,D10A - ANTIACNEICOS TÓPICOS,
PEROXIDO DE BENZOILA;CLINDAMICINA,    -     ,(10 + 50) MG/G GEL DERM CT BG PLAS PEBD/PEAD OPC X 45 G,D10A - ANTIACNEICOS TÓPICOS,
PERSEA AMERICANA MILL.;GLYCINE MAX (L.) MERR.,    -     ,(100 + 200) MG CAP DURA CT BL AL PLAS PVC 250 PVDC 90 TRANS X 30,M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA,
PERSEA AMERICANA MILL.;GLYCINE MAX (L.) MERR.,    -     ,(100 + 200) MG CAP DURA CT BL AL PLAS PVC 250 PVDC 90 TRANS X 10,M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA,
PERSEA AMERICANA MILL.;GLYCINE MAX (L.) MERR.,    -     ,(100 + 200) MG CAP DURA CT BL AL PLAS PVC 250 PVDC 90 TRANS X 90,M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA,
PERTUZUMABE,    -     ,420 MG SOL DIL INFUS CT FA VD TRANS X 14 ML,"L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-2",
PERTUZUMABE;TRASTUZUMABE,    -     ,420 MG SOL DIL INFUS IV CT FA VD TRANS X 14 ML + 440 MG PO LIOF SOL INJ IV CT FA VD TRANS + DIL FA VD TRANS X 20 ML,"L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-2",
PERTUZUMABE;TRASTUZUMABE,    -     ,1200 MG + 600 MG SOL INJ SC CT FA VD TRANS X 15 ML,"L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-2",
PERTUZUMABE;TRASTUZUMABE,    -     ,600 MG + 600 MG SOL INJ SC CT FA VD TRANS X 10 ML,"L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-2",
PERÓXIDO DE BENZOÍLA;ENXOFRE,    -     ,"(50,00+20,00) MG/G CREM DERM CT BG AL X 25 G",D10A - ANTIACNEICOS TÓPICOS,
PERÓXIDO DE URÉIA,    -     ,SOL OTO CT FR PLAS OPC GOT X 10 ML,S2D1 - PRODUTOS PARA REMOÇÃO DA CERA DOS OUVIDOS,
"PETASITES HYBRIDUS (L.) P. GAERTN., B. MEY. & SCHERB.",    -     ,"50,00 MG CAP MOLE CT BL AL PLAS PVC/PVDC 120 TRANS X 30",N2C9 - TODOS AS OUTRAS PREPARAÇÕES ANTIENXAQUECOSAS,
PEUMUS BOLDUS,    -     ,14 MG/ML SOL OR CT FR PLAS PET AMB X 150ML,A5A1 - COLERÉTICOS E COLECINÉTICOS,
PIBRENTASVIR;GLECAPREVIR HIDRATADO,    -     ,"(100,0 + 40,0) MG COM REV CT BL AL PLAS PVC/PE/PCTFE TRANS X 84",J05B1 - PRODUTOS PARA HEPATITES VIRAIS,
PICOSSULFATO DE SÓDIO,    -     ,"7,5 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML",A6A2 - LAXANTES ESTIMULANTES,
PICOSSULFATO DE SÓDIO,    -     ,"7,5 MG/ML SOL ORAL CT FR GOT PLAS OPACO X 30 ML",A6A2 - LAXANTES ESTIMULANTES,
PICOSSULFATO DE SÓDIO,    -     ,"10 MG + 3,5 G + 12 G PO SOL OR CT ENV AL/PLAS PE X 2",A6B1 - AGENTES OSMÓTICOS DE LIMPEZA INTESTINAL,
PICOSSULFATO DE SÓDIO MONOIDRATADO,    -     ,"7,5 MG/ML SOL OR CT FR GOT PLAS PEAD OPC X 30 ML",A6A2 - LAXANTES ESTIMULANTES,
PICOSSULFATO DE SÓDIO MONOIDRATADO,    -     ,"7,5 MG/ML SOL OR CT FR GOT PLAS PEAD OPC X 30 ML",A6A2 - LAXANTES ESTIMULANTES,
PIDOLATO DE PIRIDOXINA,    -     ,500 MG COM REV CT BL AL PLAS OPC X 30 &nbsp;01,N7E - PRODUTOS USADOS EM DEPENDÊNCIA ALCOÓLICA,
PIMECROLIMO,    -     ,10 MG / G CREME DERM CT BG AL X 15 G,D5X - OUTROS PRODUTOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS DERMATOLÓGICOS,
PIMECROLIMO,    -     ,10 MG / G CREME DERM CT BG AL X 30 G,D5X - OUTROS PRODUTOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS DERMATOLÓGICOS,
PINUS PINASTER AITON,    -     ,50 MG COM CT BL AL PLAS PVC TRANS X 30,C5C - VASOPROTETORES SISTÊMICOS,
PINUS PINASTER AITON,    -     ,50 MG COM CT BL AL PLAS PVC TRANS X 60,C5C - VASOPROTETORES SISTÊMICOS,
PIPER METHYSTICUM,    -     ,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 45,N5B5 - HIPNÓTICOS E SEDATIVOS HERBÁCEOS,
PIPERACILINA SÓDICA,    -     ,"2 G+ 0,25 G PO SOL INJ CT 10 FA VD TRANS",J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO,
PIPERACILINA SÓDICA,    -     ,"4 G+ 0,5 G PO SOL INJ CT 10 FA VD TRANS",J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO,
PIPERACILINA SÓDICA;TAZOBACTAM,    -     ,4 G + 500 MG PO LIOF INJ CT FA VD AMB  X 50 ML ,B1D - FIBRINOLÍTICOS,
PIPERACILINA SÓDICA;TAZOBACTAM,    -     ,4 G + 500 MG PO LIOF INJ CT 25 FA VD AMB  X 50 ML ,B1D - FIBRINOLÍTICOS,
PIRACETAM,    -     ,800 MG COM REV CT BL AL PLAS TRANS X 30,N6D - NOOTRÓPICOS,
PIRAZINAMIDA,    -     ,500 MG COM CX BL AL PLAS TRANS X 500,J4A1 - ANTITUBERCULOSOS PUROS,
PIRAZINAMIDA,    -     ,500 MG COM CX BL AL PLAS AMB X 500,J4A1 - ANTITUBERCULOSOS PUROS,
PIRAZINAMIDA,    -     ,500 MG COM CX 50 BL AL PVC X 10 ,J4A1 - ANTITUBERCULOSOS PUROS,
PIRAZINAMIDA,    -     ,30 MG / ML SUS OR CX 50 FR PET AMB 150 ML,J4A1 - ANTITUBERCULOSOS PUROS,
PIRAZINAMIDA,    -     ,500 MG COM CX BL AL PVC X 250,J4A1 - ANTITUBERCULOSOS PUROS,
PIRAZINAMIDA;RIFAMPICINA;CLORIDRATO DE ETAMBUTOL;ISONIAZIDA,    -     ,"(150,0 + 75,0 + 400,0 + 275,0) MG COM REV CT BL AL PLAS AMB X 90","J4A2 - ANTITUBERCULOSOS, KITS COM 4 OU MAIS INGREDIENTES",
PIRAZINAMIDA;RIFAMPICINA;CLORIDRATO DE ETAMBUTOL;ISONIAZIDA,    -     ,"(150,0 + 75,0 + 400,0 + 275,0) MG COM REV CT BL AL AL X 90","J4A5 - ANTITUBERCULOSOS, DOSE FIXA, COM 4 OU MAIS INGREDIENTES",
PIRFENIDONA,    -     ,267 MG CAP DURA CT FR PLAS PEAD OPC X 270,R7D - PRODUTOS DE FIBROSE PULMONAR IDIOPÁTICA,
PIRFENIDONA,    -     ,267 MG CAP DURA CT FR PLAS OPC X 270,R7D - PRODUTOS DE FIBROSE PULMONAR IDIOPÁTICA,
PIRFENIDONA,    -     ,267 MG CAP DURA CT BL AL PLAS PVC/PCTFE TRANS X 270,R7D - PRODUTOS DE FIBROSE PULMONAR IDIOPÁTICA,
PIRIMETAMINA,    -     ,25 MG COM CT BL  AL PLAS TRANS X 30,"P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE",
PIROXICAM,    -     ,20 MG CAP GEL DURA CT BL AL PLAS INC X 10,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG CAP GEL DURA CT BL AL PLAS INC X 15,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG CAP DURA CT BL AL PLAS TRANS X 10,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG CAP DURA CT BL AL PLAS TRANS X 15,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG COM ORODISP CT BL AL PLAS OPC X 10,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG CAP DURA CT  BL AL PLAS TRANS X 15,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG CAP DURA CT  BL AL PLAS TRANS X 10,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG CAP DURA CT  BL AL PLAS TRANS X 15,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG CAP DURA CT  BL AL PLAS TRANS X 10,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG CAP DURA CT BL AL PLAS TRANS X 15  ,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG CAP DURA CT BL AL PLAS TRANS X 10,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM,    -     ,20 MG CAP DURA CT BL AL PLAS TRANS X 15  ,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM BETACICLODEXTRINA,    -     ,20 MG COM CT BL PVC/PVDC OPC X 5,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM BETACICLODEXTRINA,    -     ,20 MG COM CT BL PVC/PVDC OPC X 10,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIROXICAM BETACICLODEXTRINA,    -     ,"191,2 MG COM CT BL PVC/PVDC OPC X 5",M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,
PIRTOBRUTINIBE,    -     ,50 MG COM REV CT BL AL AL X 30,"L1H6 - ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA QUINASE, BTK",
PIRTOBRUTINIBE,    -     ,50 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30,"L1H6 - ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA QUINASE, BTK",
PIRTOBRUTINIBE,    -     ,100 MG COM REV CT BL AL AL X 30,"L1H6 - ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA QUINASE, BTK",
PIRTOBRUTINIBE,    -     ,100 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30,"L1H6 - ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA QUINASE, BTK",
PIRTOBRUTINIBE,    -     ,100 MG COM REV CT BL AL AL X 60,"L1H6 - ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA QUINASE, BTK",
PIRTOBRUTINIBE,    -     ,100 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 60,"L1H6 - ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA QUINASE, BTK",
PITAVASTATINA CÁLCICA,    -     ,2 MG COM REV CT BL AL AL X 10,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",
PITAVASTATINA CÁLCICA,    -     ,2 MG COM REV CT BL AL AL X 30,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",
PITAVASTATINA CÁLCICA,    -     ,2 MG COM REV CT BL AL AL X 60,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",
PITAVASTATINA CÁLCICA,    -     ,2 MG COM REV CT BL AL AL X 90,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",
PITAVASTATINA CÁLCICA,    -     ,4 MG COM REV CT BL AL AL X 10,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",
PITAVASTATINA CÁLCICA,    -     ,4 MG COM REV CT BL AL AL X 30,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",
PITAVASTATINA CÁLCICA,    -     ,4 MG COM REV CT BL AL AL X 60,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",
PITAVASTATINA CÁLCICA,    -     ,4 MG COM REV CT BL AL AL X 90,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",
PITAVASTATINA CÁLCICA,    -     ,2 MG COM REV CT BL AL AL X 30,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",
